4to 05096820-a:0
furring_strip 03406838-n:0
furrow 03406966-n:1
fury 09506337-n:0
fusible_metal 14716845-n:0
fusion 00699517-n:0
g_clef 06862805-n:0
ga 14638256-n:0
gag 03410740-n:0
gage 01139104-v:0
gaggle 01056780-v:0
gain 02020590-v:5
galea 13011461-n:0
gall_bladder 05385161-n:0
gallbladder 05385161-n:1
gallery 03411927-n:0 03411544-n:0
gallium 14638256-n:0
gambler 10118844-n:1
game 00456199-n:26 01139104-v:0
gameboard 02857023-n:0
gamma_acid 14611980-n:0
gammon 07669891-n:0
gangrenous_emphysema 14313943-n:0
gangsaw 03415626-n:0
ganja 02949691-n:0
gaol 02494356-v:0
gap 09379111-n:2 03416329-n:2 01593614-v:0
gape 00879037-n:0
garb 00047945-v:0
garbanzo 07726095-n:0
garden_egg 12896000-n:0
garden_of_eden 05628658-n:0
garden_pea 12560420-n:0
garden_pea_plant 12560420-n:0
garden_plant 13083306-n:0
garment 03419014-n:4 00047945-v:0
garment-worker 10120816-n:0
garment_cutter 10121026-n:0
garment_worker 10120816-n:0
garmentmaker 10120816-n:0
garter 03421117-n:0
gas 14877585-n:13 14960090-n:0
gas_burner 03422072-n:0
gas_cooker 03425595-n:0
gas_gangrene 14313943-n:0
gas_jet 03422072-n:3
gas_phlegmon 14313943-n:0
gas_range 03425595-n:0
gas_ring 03425769-n:0
gas_stove 03425595-n:1
gas_well 03426984-n:0
gash 14287113-n:0 03152619-n:0
gasify 00442267-v:0
gastrocolic_omentum 05429658-n:0
gastrogavage 01058715-n:0
gatehouse 03428090-n:0
gather 03428805-n:0
gathering 03428805-n:0
gauffer 03443669-n:0
gauge 05103283-n:0
gauntness 05001867-n:0
gaywings 12705698-n:0
gazillion 13776432-n:0
gdp 13257511-n:0
gecko 01674990-n:0
geezer 10123711-n:0
gemination 01019703-n:0
gemmed 00056660-a:0
gender 06328643-n:3
gender_identity 04618359-n:0
general-purpose_bomb 03433637-n:0
general_store 03119203-n:0
generally 00155621-r:37
generate 01627355-v:14 00054628-v:1
genetic 01314537-a:2
genital_herpes 14132524-n:0
gentle_wind 11431754-n:0
gentleman's-cane 11823756-n:0
genus_acroclinium 11917186-n:0
genus_amorpha 12503908-n:0
genus_artemisia 11927901-n:0
genus_arum 11779801-n:0
genus_bolbitis 13202933-n:0
genus_brachychiton 12195965-n:0
genus_branchiobdella 01935997-n:0
genus_brickelia 11942144-n:0
genus_cacalia 11942875-n:0
genus_calandrinia 11858406-n:0
genus_callirhoe 12174742-n:0
genus_camptosorus 13181616-n:0
genus_carissa 11771383-n:0
genus_catasetum 12049796-n:0
genus_cereus 11844651-n:0
genus_chrysanthemum 11950028-n:0
genus_claytonia 11859024-n:0
genus_clitocybe 13020623-n:0
genus_codariocalyx 12517820-n:0
genus_cryptotermes 02225577-n:0
genus_culcita 13191318-n:0
genus_cyamopsis 12520223-n:0
genus_daphne 12346448-n:0
genus_dentaria 11881563-n:0
genus_deparia 13196545-n:0
genus_dicksonia 13190469-n:0
genus_dimorphotheca 11961266-n:0
genus_dracula 12059851-n:0
genus_dryadella 12060118-n:0
genus_erigeron 11965378-n:0
genus_eriocaulon 12609128-n:0
genus_erythrina 12527569-n:0
genus_felicia 11969410-n:0
genus_gnetum 11597396-n:0
genus_grevillea 12217211-n:0
genus_gymnadeniopsis 12064814-n:0
genus_hakea 12218621-n:0
genus_heracleum 12939664-n:0
genus_hypopitys 12259122-n:0
genus_kalotermes 02225407-n:0
genus_lagerstroemia 12329020-n:0
genus_lemaireocereus 11848610-n:0
genus_lepidothamnus 11656380-n:0
genus_liatris 11991080-n:0
genus_listera 12070950-n:0
genus_lycaena 02281987-n:0
genus_lysimachia 12094786-n:0
genus_macrocephalon 01802033-n:0
genus_majorana 12852930-n:0
genus_malcolmia 11891838-n:0
genus_microsorium 13176523-n:0
genus_monilia 13078809-n:0
genus_monochamus 02168876-n:0
genus_myriophyllum 12326842-n:0
genus_oedogonium 01411871-n:0
genus_oenothera 12344131-n:0
genus_ormosia 12553314-n:0
genus_oxalis 12702706-n:0
genus_papaver 11900986-n:0
genus_penicillium 13079953-n:0
genus_peperomia 13150741-n:0
genus_phacelia 12836663-n:0
genus_picris 12002957-n:0
genus_polybotria 13199244-n:0
genus_polybotrya 13199244-n:0
genus_potamogeton 12615986-n:0
genus_psittacus 01817772-n:0
genus_pterocarpus 12564840-n:0
genus_rhipsalis 11852814-n:0
genus_rhizobium 01354324-n:0
genus_rhus 12762583-n:0
genus_samolus 12096223-n:0
genus_sarcorhamphus 01620575-n:0
genus_saxifraga 12792638-n:0
genus_scaphosepalum 12082357-n:0
genus_septobasidium 13069535-n:0
genus_sinapis 11896365-n:0
genus_sphaerocarpos 11544540-n:0
genus_sphaerocarpus 11544540-n:0
genus_spraguea 11862089-n:0
genus_stachys 12868634-n:0
genus_streptocarpus 12833793-n:0
genus_tilia 12202712-n:0
genus_tillandsia 12607896-n:0
genus_usnea 12989739-n:0
genus_vultur 01619675-n:0
genus_woodsia 13201725-n:0
genus_xyris 12605519-n:0
genus_zygocactus 11854232-n:0
genus_zygophyllum 12720893-n:0
geode 09287817-n:0
geological_era 15248020-n:0
get 00567896-n:0 00522751-v:64 02010864-v:0 00054628-v:0
get_a_line 00598954-v:0
get_it 00590366-v:4
get_onto 00590366-v:1
get_the_best 01104018-v:1
get_wind 00598954-v:0
get_wise 00590366-v:0
get_word 00598954-v:1
geta 03047690-n:0
gi_series 05741578-n:0
giant_water_bug 02242137-n:0
giantism 14368288-n:0
gift_horse 13272860-n:1
gigantism 14368288-n:0
gilded 01528730-a:0
gillyflower 11808468-n:0
gimlet 02758490-n:0
girder 03437941-n:0
give 01629403-v:18 01647672-v:14 02230772-v:10 01848465-v:4
give_birth 01631959-v:1
give_rise 01752884-v:9
give_way 01848465-v:7
glamour 00776988-v:0
glandulae_sebaceae 05328232-n:0
glass 03688832-n:0
gleditsia_triacanthos 12495895-n:0
glider 03439814-n:0
globe 13899404-n:0
globefish 02655020-n:0
glop 14583573-n:0
gloss 06420781-n:0 04677952-n:0 01682582-v:0
glossary 06420781-n:3
glycerolise 01987781-v:0
glycerolize 01987781-v:1
gnocchi 07701715-n:0
go 00787061-n:0 00504325-n:0 01835496-v:343 02659763-v:0
go-slow 01242354-n:0
go_around 02045043-v:0
go_game 00504325-n:0
go_off 02073714-v:4
go_up 01921964-v:2
goalpost 03443149-n:0
gobble 07384127-n:0 01058426-v:1
goblin 09543748-n:0
goffer 03443669-n:0
goggle-eye 02581108-n:0
gold 01528730-a:2
gold_coast 08641744-n:0
gold_medal 03444942-n:0
golden 01528730-a:1
golden_calf 03444376-n:0
golden_handshake 07178839-n:0
golf_shot 00571609-n:0
golf_stroke 00571609-n:0
golf_tee 04399537-n:0
goober 07737745-n:0
goober_pea 07737745-n:0
good 00106020-a:22
good_story 06779310-n:0
goose 01855672-n:3
goosefish 02548247-n:0
gopher_hole 09290350-n:0
gordian 02178241-a:0
gorge 09290444-n:0
gothic 03069797-a:0
gothic_arch 03448956-n:0
gouge 04693384-n:0 01281782-v:2
gouge_out 01281343-v:0
gown 03450230-n:5 03450734-n:0 03450516-n:0
gp_bomb 03433637-n:0
grab_bar 03451120-n:0
grace 01675963-v:1
grace_note 06871983-n:0
grade 05737153-n:0
grade_insignia 07269552-n:0
grade_school 08412749-n:1
gradual 07033433-n:0
graft 00776262-n:0
graham 07569644-n:0
graham_flour 07569644-n:0
grammar_school 08412749-n:0
grammatical_gender 06328643-n:0
gran_casa 02803666-n:0
granadilla_wood 12524010-n:0 11749273-n:0
grand 03452741-n:0
grand_piano 03452741-n:0
grass-of-parnassus 12801520-n:0
grass_finch 01544208-n:0
grass_parakeet 01821869-n:0
grassfinch 01544208-n:0
grate 07384244-n:0 03454707-n:0 01394464-v:0
grating 03454707-n:2
grave 06822707-n:0
grave_accent 06822707-n:0
gravure 06678784-n:0
great_britain 08860123-n:1
great_care 01132148-n:0
greater_omentum 05429658-n:0
greediness 04834817-n:0
green 08579780-n:0
green_algae 01407798-n:1
green_turtle_soup 07587206-n:0
greenstick_fracture 14293678-n:0
gregorian_calendar 15174218-n:0
grevillela_parallela 12218054-n:0
grewia_asiatica 12205104-n:0
grid 03458552-n:0
grille 04582454-n:1 03459775-n:0
grin 06878071-n:6
grind 01394464-v:3 01624449-v:0
grind_organ 02795978-n:0
grinning 06878071-n:2
grip 03485997-n:1
grommet 03132438-n:0
groove 01457489-v:0
groover 03461988-n:0
gross_domestic_product 13257511-n:0
grot 09294877-n:0
grotto 09294877-n:0
ground 14842992-n:7 03462747-n:0 01502654-v:1
ground-effect_machine 03547229-n:0
ground_rose 12620779-n:0
ground_tackle 02709367-n:0
groundbreaking 01687586-a:0
groundnut 07737745-n:0
groundnut_oil 07674749-n:0
group_insurance 13346432-n:0
grouper 02568959-n:0
grouse 07647115-n:0
grove 03463832-n:2
grow 00250539-v:0
growl 07384473-n:1
growling 07384473-n:0
gruel 07704054-n:0
grummet 03132438-n:0
grunt 07384614-n:2
guaiac 12722382-n:0
guaiac_wood 12721705-n:0
guaiacum 12722382-n:0
guaiacum_wood 12721705-n:0
guard 01129876-v:2
guile 00752954-n:0
guimpe 03467254-n:0
guinea-hen_flower 12453186-n:0
guitar 03467517-n:3
gum 07599998-n:1 12334520-n:0
gumwood 12334520-n:0
gun_muzzle 03469687-n:0
gun_smoke 11464926-n:1
gusset 03471190-n:0
gymnadeniopsis 12064814-n:0
gymnasium 08284481-n:0
gymnastic_exercise 00435778-n:0
gynecomastia 14506020-n:0
h 14640434-n:0
h2o 14845743-n:0
habiliment 03051540-n:0
habilitate 00047945-v:0
habitat 08580583-n:2
habitual 00489491-a:1
hacek 06823259-n:0
haddock 07789541-n:0 02523877-n:0
haematocolpos 14317562-n:0
haematocrit 03514129-n:0
haemophilia 14170337-n:0
haemoptysis 14192199-n:0
haemorrhagic_fever 14177423-n:0
haft 03474896-n:0
haick 03475421-n:0
haik 03475421-n:0
hair 03475674-n:0
hair_drier 03483316-n:0
hair_dryer 03483316-n:0
hair_slide 03476684-n:0
haircloth 03475674-n:0
hakea 12218621-n:0
halcion 04480625-n:0
half-free_morel 13034062-n:0
half_hitch 03477902-n:0
half_mask 03221059-n:0
half_nelson 00813800-n:0
hallstand 03479502-n:0
ham 07669891-n:1
hame 03480973-n:0
hammer 03481172-n:2 05325943-n:0 03482001-n:0 01416539-v:4
hammer_throw 07470110-n:0
hammock 03482252-n:0
hamper 03482405-n:0
hand 05564590-n:215 02230772-v:25
hand-me-down 03487642-n:0
hand_blower 03483316-n:1
hand_brake 03483637-n:1
hand_drill 03484809-n:0
hand_glass 03484931-n:0
hand_organ 02795978-n:0
hand_saw 03488188-n:0
hand_tool 03489162-n:2
handbasket 02801938-n:0
handbill 07250339-n:0
handcraft 01659007-v:0
handgrip 03485997-n:0
handheld_drill 03484809-n:0
handle 03485997-n:4
handled 02028367-a:1
handsaw 03488188-n:0
handstamp 03488887-n:0 01273632-v:0
hang 04931837-n:0 01481819-v:0 01481647-v:0
hanging_chad 14904956-n:0
hanging_geranium 12687957-n:0
haoma 13237988-n:0
hard-shell_clam 07786856-n:0
hardwood 15100112-n:0
hare_krishna 08097766-n:0
haricot 07727741-n:0
harmonica 03494278-n:0
harmonise 00482180-v:0
harmonium 03494537-n:0
harmonize 00482180-v:0
harness 03494706-n:1 01491697-v:2
harp 03494278-n:0 01732713-v:0
harper 10160770-n:0
harpist 10160770-n:0
harpoon 03495671-n:0
haslet 07671953-n:0
hat 03497657-n:30
hatch 01276593-v:0
hatchet 03498962-n:0
hate_mail 08463509-n:0
hauberk 03499468-n:0
have_the_best 01104018-v:0
hawse 03500090-n:0
hawsehole 03500090-n:0
hawsepipe 03500090-n:0
hayrack 03500838-n:0
hayrig 03500838-n:0
hazel 12289115-n:0
head 05538625-n:208 10162780-n:0 03501811-n:0 03501288-n:0
head_cabbage 11875938-n:0
head_cabbage_plant 11875938-n:0
head_covering 03502331-n:1
head_crash 07479144-n:0
head_game 00754767-n:0
head_restraint 03505207-n:0
header 03503097-n:0
headlamp 03503997-n:0
headlight 03503997-n:5
headrest 03505207-n:0
headshot 01264933-n:0
headstand 00437639-n:2
headword 06292000-n:0
health_problem 14052046-n:1
heap 07961480-n:6
hear 00598954-v:60
hearing 01199697-n:10
hearsay 07223450-n:0
hearse 03506880-n:0
heart 08523483-n:5 07651905-n:0
heart_rate 15280695-n:1
hearth 08581699-n:0
heartwood 13097752-n:0
heat_lightning 07413237-n:0
heavy 00987769-a:1
heavy_metal 07065149-n:0
heavy_metal_music 07065149-n:0
hebephrenia 14399438-n:0
hebephrenic_schizophrenia 14399438-n:0
hectograph 03510987-n:0
hedge 06761603-n:0
hedge_fund 08071229-n:0
hedgefund 08071229-n:0
hedging 06761603-n:0
heel 00533671-v:0
helianthus_petiolaris 11979527-n:0
heliotype 03510987-n:0
hell_raising 01223032-n:1
heller 10169419-n:0
hellion 10169419-n:1
helmet 03513376-n:0
help 02547586-v:183
helve 03474896-n:0
hematocolpos 14317562-n:0
hematocrit 03514129-n:0
hemiacetal 14905911-n:0
hemimetabola 02232408-n:0
hemipteran 02236896-n:0
hemipteron 02236896-n:0
hemipterous_insect 02236896-n:0
hemlock 12935609-n:0 11627364-n:0
hemophilia 14170337-n:0
hemoptysis 14192199-n:0
hemorrhagic_fever 14177423-n:0
hempen 02446380-a:0
hepatitis_a 14130661-n:0
hepatitis_c 14131353-n:0
heracleum 12939664-n:0
herbal_medicine 03515500-n:0
hereditary 01314537-a:0 01314197-a:0
herm 03515728-n:0
herman_hollerith 11056466-n:0
heron 02008041-n:0
herpangia 14177848-n:0
herpes_encephalitis 14343062-n:0
herpes_genitalis 14132524-n:0
herpes_simplex_encephalitis 14343062-n:0
herring 07784522-n:0
hesitater 10603528-n:0
hesitator 10603528-n:0
hesperus 09276872-n:0
heterokontophyta 01399529-n:0
hew 01260685-v:0
hew_out 01260685-v:0
hex 00776988-v:0
hexagonal 02741797-a:0
hexangular 02741797-a:0
hibiscus_syriacus 12179907-n:0
hickory 12320285-n:0
hideaway 08584218-n:1
hideout 08584218-n:3
hieroglyph 06403679-n:0
hieroglyphic 06403679-n:0
high 08409617-n:0
high-and-mighty 00787595-a:0
high-necked 01209351-a:0
high_hat 03237416-n:0
high_school 08409617-n:37
highschool 08409617-n:1
hijab 03520493-n:0
hike 00288970-n:2
hiking 00288970-n:0
hilbert_space 08005123-n:0
hill 03792048-n:1
hindi 06970103-n:0
hinge 01297174-v:0
hinny 02390258-n:0
hipline 08583554-n:0
hipparchus 11051376-n:0
hiss 07123870-n:0 01053771-v:1
hit 00145779-n:0 01400044-v:18 02020590-v:9 01209135-v:8 02482425-v:0 00781903-v:0
hit_the_deck 01833717-v:1
hit_the_dirt 01833717-v:1
hitchcock 11052299-n:0
hives 14322248-n:0
hob 09543748-n:0
hobgoblin 09543748-n:0
hod 03524287-n:0
hoe 03524574-n:1
hoecake 07688412-n:0
hog_peanut 12505253-n:0
hogshead 03524976-n:0
hold 03485997-n:0 02681795-v:79 02700867-v:7 01129876-v:1
hold_close 01220303-v:0
hold_over 02642814-v:0
hold_tight 01220303-v:0
holdfast 03323703-n:0
holding_pattern 08501729-n:0
hole 09304465-n:12 03526198-n:9 01282023-v:0
holey 01397998-a:0
hollerith 11056466-n:0
hollerith_card 04023808-n:0
hollow 01310660-v:0 01282545-v:0
hollow_out 01282545-v:0
holography 06101333-n:0
holster 03527444-n:5
holy_year 15181556-n:0
home_ground 08580583-n:0
home_movie 06615458-n:1
home_range 08585540-n:0
home_territory 08585540-n:0
homebound 00558827-a:0
homestead 03529629-n:0
homobasidiomycetes 12997128-n:0
honey_fungus 13232779-n:0
honey_locust 12495895-n:0
honey_mushroom 13232779-n:0
honeymoon 15293788-n:0
honker 10183556-n:0
hooch 07886176-n:0
hood 03531546-n:0
hoof-mark 06799754-n:0
hoof_mark 06799754-n:0
hoofprint 06799754-n:0
hook 13869547-n:0 03532342-n:0 01672490-v:1
hookworm 14453676-n:0
hookworm_disease 14453676-n:0
hoop 03533972-n:1
hoot 07123870-n:0
hootch 07886176-n:0
hooter 02761834-n:0
hope 07511733-n:18
horizontal 01232635-a:4
horizontal_section 03535970-n:0
horn 07265508-n:1 03536931-n:1 02761834-n:0
hornpipe 03537550-n:0
horology 05635841-n:0
horse-pistol 03539293-n:0
horse_blanket 04124202-n:0
horse_gentian 12679876-n:0
horse_pistol 03539293-n:0
horse_race 07461411-n:2
hose 03540090-n:0
hostility 00964569-n:0
hot 01068438-a:0
hot-air_balloon 03541923-n:0
hot-water_bag 03543735-n:0
hot-water_bottle 03543735-n:0
hot_air 14841923-n:0
hot_chocolate 07922764-n:0
hot_dog 07676602-n:0
hotdog 07676602-n:0
hotel_room 03542860-n:0
houdah 03547397-n:0
house_of_detention 03181667-n:0
house_sitter 10189597-n:0
housebound 00558827-a:0
housing_development 08549480-n:0
hovercraft 03547229-n:0
howdah 03547397-n:0
however 00027384-r:180
howl 01046059-v:0
hoya 13236887-n:0
hug 01424456-v:6
hullabaloo 00554300-n:0
hum 01056214-v:0
human_face 05600637-n:0
human_foot 05563266-n:0
hunting_and_gathering_society 08288518-n:0
hunting_and_gathering_tribe 08288518-n:0
hurdy-gurdy 02795978-n:0
hurdy_gurdy 02795978-n:0
hurricane 11467018-n:2
hutch 03550289-n:0
hyades 09549416-n:0
hydatid_mole 14192942-n:0
hydatidiform_mole 14192942-n:0
hydrant 04559451-n:0
hydration 13494325-n:0
hydraulic_system 03551790-n:0
hydrogen 14640434-n:6
hydrogen_fluoride 14912935-n:0
hydrophobia 14271667-n:0
hydrozoa 01911511-n:0
hyla_regilla 01650901-n:0
hymenomycetes 12998130-n:0
hyperbilirubinemia_of_the_newborn 14319093-n:0
hypercalcaemia 14268623-n:0
hypercalcemia 14268623-n:0
hypercalcinuria 14269090-n:0
hypercalciuria 14269090-n:0
hyperglycaemia 14319299-n:0
hyperglycemia 14319299-n:0
hypericaceae 12367122-n:0
hypermarket 03555426-n:0
hyperpnea 00833578-n:0
hypoglycaemia 14319454-n:0
hypoglycemia 14319454-n:0
hypopitys 12259122-n:0
hysterosalpingogram 03555996-n:0
icarus 09561320-n:0
ice 14915184-n:22 00370921-v:0
ice_maker 03557692-n:0
ice_shelf 09432163-n:0
iceberg 09308572-n:0
icetray 03558739-n:0
icon 07269916-n:0 03931044-n:0
icterus_neonatorum 14320016-n:0
idiot_savant 10197780-n:0
igloo 03560430-n:0
iglu 03560430-n:0
ignite 02759614-v:2
ikon 03931044-n:0
ileostomy 00681071-n:0
ilex_paraguariensis 12757668-n:0
ill-famed 01984411-a:0
ill-favored 00222147-a:0
ill-favoured 00222147-a:0
ill_health 14052046-n:1
illusion 00754767-n:1
image 03931044-n:8
imago 05938014-n:0
imbricate 02689146-v:0
imitate 01694263-v:0
immoral 01549291-a:2
immortelle 12033709-n:0
immunocompromised 02746103-a:0
immure 02494356-v:0
impacted_tooth 14060417-n:0
impaction 14060417-n:0
impale 01572003-v:0
impassive 00501313-a:0
impatiens_capensis 12684379-n:0
impede 01476483-v:1
impenetrable 01771632-a:0
imperviable 01773665-a:0
impervious 01773665-a:1
implant 03563710-n:0 00734790-v:0
implantation 01052618-n:0
implement 03563967-n:2
implication 07238102-n:1
imposter 10201535-n:0
impostor 10201535-n:0
impotence 14044930-n:0
impotency 14044930-n:0
impound 01302183-v:0
impounding 00086297-n:0
impoundment 00086297-n:0
imprecation 07233996-n:4
impress 01747945-v:0
impression 05916739-n:14
impressive 01282014-a:16
impressiveness 04719502-n:0
imprison 02494356-v:3
imprisonment 01162376-n:3
improvised 01757211-a:1
in-basket 03565830-n:0
in-fighting 01172031-n:1
in-tray 03565830-n:0
inappreciable 02165171-a:0
inarguable 00591406-a:0
inborn 01034153-a:0
inborn_error_of_metabolism 14155834-n:0
inbred 01034153-a:0
incandescent_lamp 03665924-n:0
incarcerate 02494356-v:0
incense_wood 12693457-n:0
incise 01555742-v:1
incision 13904843-n:0
inciter 10209246-n:0
inclined_plane 03566329-n:0
inclose 00187526-v:0
inclosure 06473381-n:0
include 00183879-v:18
inclusion_body_encephalitis 14344189-n:0
incorporate 02448079-v:0
incur 00522751-v:0
incurring 00078217-n:0
indent 01745377-v:0 01279631-v:0
indentation 13908021-n:1
indenture 13908021-n:0
india 08900535-n:5
indian_race 09648176-n:0
individual 00007846-n:51
indolent 00038260-a:0
induct 02390470-v:0
induction_of_labor 00238326-n:0
industrial_disease 14079493-n:0
industry 00923444-n:15
infamous 01984411-a:2
infatuation 07481084-n:2
infectious_hepatitis 14130661-n:2
infix 01421622-v:0
inflatable_cushion 02687539-n:0
inflate 00562523-v:0
inflation 00367280-n:0
inflation_therapy 00663714-n:0
inflection 13803782-n:1
inflexion 13803782-n:0
influence_peddler 10094046-n:0
information 08462320-n:0
informing 07214994-n:0
infusion 14848785-n:0 13500023-n:0
inga 11761650-n:0
ingrown_hair 05254627-n:0
inhalation 00836788-n:1
inhere_in 02705535-v:0
inherited 01314537-a:0
initiate 01628449-v:9 02390470-v:2
inject 01585523-v:0
injection 00697365-n:0
inkblot 04695102-n:0
inlay 03572449-n:0
inlet 03576617-n:0
inner_city 08543625-n:2
innovational 01687586-a:0
innovative 01687586-a:0
innuendo 07238455-n:0
inseminate 01501347-v:0
insert 06396812-n:0 01421622-v:12 00187526-v:4
insertion 00320852-n:0
inset 03471190-n:0 00188466-v:0
inside_caliper 03573574-n:0
insidious 01162406-a:0
insinuation 07238455-n:4
inspiration 00836788-n:0
instal 01569566-v:6 02384041-v:0 01570108-v:0
install 01569566-v:28 02384041-v:1 01570108-v:0
installment 13301715-n:2
instigant 10209246-n:0
instigator 10209246-n:0
instillator 03574416-n:0
institute 01618547-v:5
institutionalised 01230850-a:0 01231369-a:0
institutionalized 01230850-a:1 01231369-a:1
instruction_manual 06422144-n:0
instructions 06422144-n:1
instrument 06332731-n:0
instrument_of_punishment 03575958-n:0
instrumental_role 06332731-n:0
insufficiency 14113471-n:0
insulate 00495038-v:2 00494269-v:2
insult 01225027-n:0
intaglio 06678784-n:0
intaglio_printing 06678784-n:0
intake 03576617-n:0 00836788-n:0
intensity 04990220-n:0
intention 00163233-n:0
intentional 01338116-a:2 01339730-a:0
intentionally 00062330-r:1
interchange 02257767-v:0
interest 13318584-n:14 00431552-n:3
interface 06575227-n:0
interlayer 03579699-n:2
international_pitch 04985580-n:0
international_society_for_krishna_consciousness 08097766-n:0
internment 00086297-n:0
interocular_lens_implant 03657239-n:0
interoperability 05200816-n:0
interrelate 00713818-v:0
interrogation_point 06844040-n:0
